183.16	0.017438
183.24	0.018263
183.32	0.01992
183.39	0.022733
183.47	0.026523
183.55	0.030901
183.62	0.034484
183.7	0.03702
183.78	0.038613
183.85	0.03903
183.93	0.039139
184.01	0.038955
184.09	0.038741
184.16	0.038412
184.24	0.038003
184.32	0.037586
184.39	0.036897
184.47	0.035657
184.55	0.034239
184.62	0.032989
184.7	0.031756
184.78	0.030812
184.85	0.029969
184.93	0.029072
185.01	0.028105
185.08	0.027374
185.16	0.026869
185.24	0.026544
185.31	0.025918
185.39	0.024636
185.47	0.02309
185.54	0.021164
185.62	0.019149
