115.48	0.01452
115.51	0.020497
115.54	0.025249
115.57	0.027626
115.6	0.029353
115.62	0.031722
115.65	0.034188
115.68	0.034339
115.71	0.032949
115.74	0.032409
115.77	0.033798
115.8	0.036217
115.83	0.039101
115.86	0.0406
115.88	0.041158
115.91	0.041807
115.94	0.043134
115.97	0.043865
116	0.041937
116.03	0.03699
116.06	0.032366
116.09	0.029959
116.11	0.030081
116.14	0.031836
116.17	0.032974
116.2	0.030828
116.23	0.027711
116.26	0.025907
116.29	0.025277
116.32	0.022642
116.34	0.017013
116.37	0.011947
