188.92	0.024451
188.99	0.025738
189.07	0.027399
189.15	0.029114
189.22	0.030617
189.3	0.031678
189.38	0.031909
189.45	0.031857
189.53	0.031812
189.61	0.031743
189.68	0.031516
189.76	0.03109
189.84	0.031342
189.91	0.030997
189.99	0.030913
190.07	0.030525
190.14	0.030234
190.22	0.029896
190.3	0.029594
190.38	0.029377
190.45	0.029217
190.53	0.029086
190.61	0.028871
190.68	0.028649
190.76	0.028336
190.84	0.028168
190.91	0.027765
190.99	0.027211
191.07	0.026556
191.14	0.025729
191.22	0.024927
191.3	0.024104
191.37	0.023528
191.45	0.023122
191.53	0.022928
