113.87	0.0038637
113.91	0.0089259
113.94	0.013575
113.98	0.016431
114.02	0.021197
114.06	0.024999
114.1	0.025315
114.14	0.026473
114.18	0.029557
114.21	0.034055
114.25	0.036884
114.29	0.037158
114.33	0.037603
114.37	0.039588
114.41	0.042048
114.44	0.0449
114.48	0.045755
114.52	0.04469
114.56	0.042769
114.6	0.042428
114.64	0.03992
114.67	0.036306
114.71	0.032585
114.75	0.030092
114.79	0.029215
114.83	0.030705
114.87	0.031491
114.9	0.030016
114.94	0.027909
114.98	0.026465
115.02	0.026118
115.06	0.023388
115.1	0.017576
