185.29	0.022923
185.36	0.024755
185.44	0.026919
185.52	0.029391
185.59	0.031589
185.67	0.033163
185.75	0.034547
185.82	0.035815
185.9	0.037066
185.98	0.037899
186.05	0.038245
186.13	0.038067
186.21	0.037425
186.28	0.03633
186.36	0.035423
186.44	0.034733
186.51	0.034105
186.59	0.033717
186.67	0.033662
186.75	0.033468
186.82	0.033084
186.9	0.032434
186.98	0.031576
187.05	0.030796
187.13	0.02991
187.21	0.028893
187.28	0.027603
187.36	0.026013
187.44	0.024473
187.51	0.022957
187.59	0.021838
187.67	0.021182
