113.71	0.0089692
113.75	0.014464
113.79	0.019655
113.83	0.022298
113.87	0.023906
113.91	0.023112
113.94	0.021455
113.98	0.020639
114.02	0.022463
114.06	0.026301
114.1	0.030645
114.14	0.034004
114.18	0.034808
114.21	0.033973
114.25	0.033643
114.29	0.034793
114.33	0.037106
114.37	0.038636
114.41	0.038214
114.44	0.035925
114.48	0.034031
114.52	0.033418
114.56	0.03373
114.6	0.035546
114.64	0.036783
114.67	0.037077
114.71	0.036313
114.75	0.034514
114.79	0.031843
114.83	0.02906
114.87	0.026161
114.9	0.022756
114.94	0.018659
114.98	0.015126
115.02	0.011962
115.06	0.0080105
