184.73	0.013698
184.81	0.014033
184.88	0.01482
184.96	0.016362
185.04	0.018774
185.11	0.022185
185.19	0.026611
185.27	0.031223
185.34	0.035079
185.42	0.037896
185.5	0.040317
185.57	0.040712
185.65	0.038334
185.73	0.036765
185.8	0.035767
185.88	0.035286
185.96	0.034716
186.03	0.033878
186.11	0.032846
186.19	0.032149
186.27	0.031405
186.34	0.030592
186.42	0.029773
186.5	0.028453
186.57	0.02715
186.65	0.026433
186.73	0.026102
186.8	0.02566
186.88	0.024922
186.96	0.02379
187.03	0.022318
187.11	0.020522
187.19	0.018328
187.26	0.016325
187.34	0.015039
187.42	0.014295
187.49	0.013845
187.57	0.013597
