203.38	0.01691
203.45	0.017207
203.53	0.017688
203.61	0.018644
203.68	0.020091
203.76	0.021903
203.84	0.023964
203.92	0.025859
203.99	0.027335
204.07	0.028271
204.15	0.028847
204.22	0.029189
204.3	0.029503
204.38	0.029836
204.45	0.030496
204.53	0.031418
204.61	0.032404
204.68	0.033202
204.76	0.033821
204.84	0.034545
204.91	0.035001
204.99	0.035051
205.07	0.035049
205.14	0.034757
205.22	0.033958
205.3	0.032615
205.37	0.03121
205.45	0.029959
205.53	0.028785
205.61	0.027691
205.68	0.026023
205.76	0.023824
205.84	0.022346
205.91	0.020201
205.99	0.018237
206.07	0.017272
206.14	0.016886
