182.7	0.011519
182.78	0.011786
182.86	0.012386
182.93	0.013517
183.01	0.015404
183.09	0.018231
183.16	0.02204
183.24	0.026512
183.32	0.030839
183.39	0.034863
183.47	0.038
183.55	0.040536
183.62	0.041456
183.7	0.041404
183.78	0.04068
183.85	0.03937
183.93	0.038428
184.01	0.037381
184.09	0.036229
184.16	0.035131
184.24	0.034072
184.32	0.033306
184.39	0.032705
184.47	0.031516
184.55	0.029877
184.62	0.027885
184.7	0.025528
184.78	0.023704
184.85	0.022583
184.93	0.021905
185.01	0.021371
185.08	0.020713
185.16	0.019458
185.24	0.017349
185.31	0.014964
185.39	0.013299
185.47	0.012304
185.54	0.011747
