115.25	0.0063737
115.28	0.0098757
115.31	0.012644
115.34	0.014097
115.37	0.0157
115.39	0.017803
115.42	0.01964
115.45	0.020681
115.48	0.021986
115.51	0.024493
115.54	0.028339
115.57	0.032322
115.6	0.034683
115.62	0.035351
115.65	0.03491
115.68	0.034409
115.71	0.034443
115.74	0.034563
115.77	0.033951
115.8	0.032612
115.83	0.030915
115.86	0.029928
115.88	0.030146
115.91	0.031424
115.94	0.032936
115.97	0.034303
116	0.035633
116.03	0.036742
116.06	0.037212
116.09	0.035888
116.11	0.032615
116.14	0.028709
116.17	0.025382
116.2	0.022351
116.23	0.018662
116.26	0.014732
116.29	0.011267
116.32	0.0075066
116.34	0.0047719
