188.69	0.011577
188.76	0.011772
188.84	0.012126
188.92	0.012834
188.99	0.014161
189.07	0.016542
189.15	0.020257
189.22	0.02546
189.3	0.031808
189.38	0.036529
189.45	0.03862
189.53	0.038888
189.61	0.038105
189.68	0.03658
189.76	0.03432
189.84	0.035393
189.91	0.034806
189.99	0.0348
190.07	0.03422
190.14	0.033949
190.22	0.033208
190.3	0.032358
190.38	0.03132
190.45	0.030272
190.53	0.029389
190.61	0.028446
190.68	0.027414
190.76	0.026491
190.84	0.0256
190.91	0.024231
190.99	0.022782
191.07	0.021901
191.14	0.021025
191.22	0.020147
191.3	0.018551
191.37	0.016195
191.45	0.013664
191.53	0.012398
191.6	0.011859
