115.48	0.019561
115.51	0.022243
115.54	0.024183
115.57	0.026196
115.6	0.029846
115.62	0.034638
115.65	0.039186
115.68	0.041772
115.71	0.042421
115.74	0.042784
115.77	0.043363
115.8	0.043237
115.83	0.040417
115.86	0.035867
115.88	0.03194
115.91	0.030246
115.94	0.030391
115.97	0.032145
116	0.034439
116.03	0.036011
116.06	0.036837
116.09	0.037987
116.11	0.038772
116.14	0.038039
116.17	0.034601
116.2	0.031023
116.23	0.028165
116.26	0.024973
116.29	0.019323
116.32	0.013244
116.34	0.0093556
116.37	0.0067945
