89.484	0.0022256
89.522	0.0026217
89.561	0.0033972
89.599	0.004763
89.638	0.0067661
89.676	0.0095845
89.714	0.01315
89.753	0.016683
89.791	0.018966
89.83	0.020105
89.868	0.02048
89.906	0.019944
89.945	0.0187
89.983	0.017721
90.022	0.019286
90.06	0.024162
90.098	0.028599
90.137	0.031213
90.175	0.031505
90.214	0.029475
90.252	0.025858
90.29	0.022349
90.329	0.018499
90.367	0.01613
90.406	0.015515
90.444	0.017019
90.482	0.020323
90.521	0.023428
90.559	0.023356
90.598	0.018856
90.636	0.013326
90.674	0.0096904
90.713	0.0077364
90.751	0.0068258
90.79	0.0067738
90.828	0.0074176
90.866	0.0083162
90.905	0.0081255
90.943	0.0055884
90.982	0.0032919
91.02	0.0023305
92.297	0.0020733
92.335	0.002489
92.374	0.0036521
92.412	0.0052308
92.45	0.0058673
92.489	0.0054962
92.527	0.0051154
92.566	0.0052069
92.604	0.0058922
92.642	0.0074627
92.681	0.010328
92.719	0.01459
92.758	0.01853
92.796	0.01982
92.834	0.017735
92.873	0.014302
92.911	0.011746
92.95	0.010789
92.988	0.011002
93.026	0.012069
93.065	0.013197
93.103	0.014021
93.142	0.014262
93.18	0.013925
93.218	0.012774
93.257	0.01124
93.295	0.01003
93.334	0.0095982
93.372	0.0095531
93.41	0.0099332
93.449	0.010632
93.487	0.011038
93.526	0.011298
93.564	0.010104
93.602	0.0086763
93.641	0.006711
93.679	0.0048939
93.718	0.0036033
93.756	0.002751
93.794	0.0022585
