113.87	0.01651
113.91	0.019643
113.94	0.022191
113.98	0.022959
114.02	0.023933
114.06	0.026224
114.1	0.029936
114.14	0.034361
114.18	0.037346
114.21	0.038401
114.25	0.039059
114.29	0.041101
114.33	0.044619
114.37	0.047212
114.41	0.046629
114.44	0.043413
114.48	0.039608
114.52	0.036358
114.56	0.034011
114.6	0.033133
114.64	0.031854
114.67	0.030861
114.71	0.031513
114.75	0.032644
114.79	0.033137
114.83	0.031769
114.87	0.029105
114.9	0.026246
114.94	0.023049
114.98	0.018478
115.02	0.01449
115.06	0.01167
115.1	0.0085355
