113.87	0.0089637
113.91	0.014797
113.94	0.017456
113.98	0.018946
114.02	0.021639
114.06	0.024556
114.1	0.02627
114.14	0.028923
114.18	0.033463
114.21	0.038522
114.25	0.043532
114.29	0.044327
114.33	0.047091
114.37	0.047878
114.41	0.049833
114.44	0.050185
114.48	0.050158
114.52	0.049096
114.56	0.046496
114.6	0.043865
114.64	0.040746
114.67	0.03628
114.71	0.031615
114.75	0.027638
114.79	0.024045
114.83	0.021443
114.87	0.019745
114.9	0.018335
114.94	0.016808
114.98	0.015667
115.02	0.015566
115.06	0.014057
115.1	0.012056
